product_name,product_category,product_size,region,country,city,venue,year,year_month,month,product_price,qty_sold_monthly,monthly_sales,avg_product_sales_by_month_of_the_year
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-07,7,9.99,14,139.86,166.23
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-08,8,9.99,17,169.83,194.61
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-09,9,9.99,18,179.82,183.02
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-10,10,9.99,18,179.82,155.84
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-11,11,9.99,9,89.91,185.01
cinnamon bun,food,one size,North America,USA,New York,New York,2023,2023-12,12,9.99,23,229.77,205.79
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-01,1,9.99,14,139.86,182.22
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-02,2,9.99,11,109.89,162.24
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-03,3,9.99,20,199.8,146.41
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-04,4,9.99,18,179.82,177.42
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-05,5,9.99,10,99.9,182.22
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-06,6,9.99,17,169.83,189.01
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-07,7,9.99,26,259.74,166.23
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-08,8,9.99,10,99.9,194.61
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-09,9,9.99,12,119.88,183.02
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-10,10,9.99,9,89.91,155.84
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-11,11,9.99,25,249.75,185.01
cinnamon bun,food,one size,North America,USA,New York,New York,2024,2024-12,12,9.99,14,139.86,205.79
cinnamon bun,food,one size,North America,USA,New York,New York,2025,2025-01,1,9.99,21,209.79,182.22
cinnamon bun,food,one size,North America,USA,New York,New York,2025,2025-02,2,9.99,13,129.87,162.24
cinnamon bun,food,one size,North America,USA,New York,New York,2025,2025-03,3,9.99,12,119.88,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-03,3,9.99,20,199.8,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-04,4,9.99,9,89.91,177.42
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-05,5,9.99,17,169.83,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-06,6,9.99,31,309.69,189.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-07,7,9.99,13,129.87,166.23
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-08,8,9.99,14,139.86,194.61
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-09,9,9.99,14,139.86,183.02
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-10,10,9.99,8,79.92,155.84
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-11,11,9.99,26,259.74,185.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2020,2020-12,12,9.99,13,129.87,205.79
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-01,1,9.99,17,169.83,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-02,2,9.99,20,199.8,162.24
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-03,3,9.99,11,109.89,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-04,4,9.99,27,269.73,177.42
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-05,5,9.99,5,49.95,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-06,6,9.99,15,149.85,189.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-07,7,9.99,10,99.9,166.23
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-08,8,9.99,28,279.72,194.61
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-09,9,9.99,3,29.97,183.02
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-10,10,9.99,8,79.92,155.84
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-11,11,9.99,18,179.82,185.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2021,2021-12,12,9.99,24,239.76,205.79
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-01,1,9.99,25,249.75,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-02,2,9.99,20,199.8,162.24
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-03,3,9.99,18,179.82,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-04,4,9.99,21,209.79,177.42
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-05,5,9.99,15,149.85,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-06,6,9.99,1,9.99,189.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-07,7,9.99,9,89.91,166.23
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-08,8,9.99,21,209.79,194.61
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-09,9,9.99,10,99.9,183.02
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-10,10,9.99,22,219.78,155.84
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-11,11,9.99,33,329.67,185.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2022,2022-12,12,9.99,26,259.74,205.79
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-01,1,9.99,19,189.81,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-02,2,9.99,17,169.83,162.24
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-03,3,9.99,12,119.88,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-04,4,9.99,8,79.92,177.42
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-05,5,9.99,13,129.87,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-06,6,9.99,24,239.76,189.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-07,7,9.99,16,159.84,166.23
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-08,8,9.99,22,219.78,194.61
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-09,9,9.99,30,299.7,183.02
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-10,10,9.99,20,199.8,155.84
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-11,11,9.99,14,139.86,185.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2023,2023-12,12,9.99,36,359.64,205.79
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-01,1,9.99,20,199.8,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-02,2,9.99,12,119.88,162.24
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-03,3,9.99,11,109.89,146.41
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-04,4,9.99,28,279.72,177.42
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-05,5,9.99,18,179.82,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-06,6,9.99,22,219.78,189.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-07,7,9.99,20,199.8,166.23
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-08,8,9.99,26,259.74,194.61
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-09,9,9.99,11,109.89,183.02
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-10,10,9.99,16,159.84,155.84
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-11,11,9.99,16,159.84,185.01
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2024,2024-12,12,9.99,26,259.74,205.79
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2025,2025-01,1,9.99,22,219.78,182.22
cinnamon bun,food,one size,North America,USA,Seattle,Seattle,2025,2025-02,2,9.99,15,149.85,162.24
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-03,3,8.99,33,296.67,230.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-04,4,8.99,17,152.83,312.13
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-05,5,8.99,36,323.64,285.52
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-06,6,8.99,39,350.61,307.46
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-07,7,8.99,17,152.83,290.92
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-08,8,8.99,34,305.66,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-09,9,8.99,46,413.54,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-10,10,8.99,35,314.65,284.44
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-11,11,8.99,43,386.57,294.51
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-12,12,8.99,43,386.57,256.75
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-01,1,8.99,28,251.72,303.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-02,2,8.99,21,188.79,247.76
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-03,3,8.99,32,287.68,230.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-04,4,8.99,40,359.6,312.13
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-05,5,8.99,25,224.75,285.52
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-06,6,8.99,35,314.65,307.46
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-07,7,8.99,41,368.59,290.92
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-08,8,8.99,28,251.72,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-09,9,8.99,32,287.68,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-10,10,8.99,35,314.65,284.44
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-11,11,8.99,36,323.64,294.51
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-12,12,8.99,31,278.69,256.75
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-01,1,8.99,38,341.62,303.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-02,2,8.99,17,152.83,247.76
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-03,3,8.99,30,269.7,230.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-04,4,8.99,33,296.67,312.13
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-05,5,8.99,28,251.72,285.52
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-06,6,8.99,48,431.52,307.46
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-07,7,8.99,50,449.5,290.92
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-08,8,8.99,34,305.66,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-09,9,8.99,25,224.75,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-10,10,8.99,41,368.59,284.44
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-11,11,8.99,41,368.59,294.51
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-12,12,8.99,28,251.72,256.75
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-01,1,8.99,24,215.76,303.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-02,2,8.99,17,152.83,247.76
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-03,3,8.99,26,233.74,230.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-04,4,8.99,33,296.67,312.13
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-05,5,8.99,23,206.77,285.52
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-06,6,8.99,37,332.63,307.46
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-07,7,8.99,32,287.68,290.92
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-08,8,8.99,43,386.57,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-09,9,8.99,30,269.7,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-10,10,8.99,21,188.79,284.44
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-11,11,8.99,20,179.8,294.51
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-12,12,8.99,26,233.74,256.75
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-01,1,8.99,45,404.55,303.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-02,2,8.99,31,278.69,247.76
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-03,3,8.99,36,323.64,230.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-04,4,8.99,43,386.57,312.13
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-05,5,8.99,47,422.53,285.52
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-06,6,8.99,58,521.42,307.46
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-07,7,8.99,33,296.67,290.92
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-08,8,8.99,29,260.71,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-09,9,8.99,32,287.68,278.33
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-10,10,8.99,38,341.62,284.44
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-11,11,8.99,42,377.58,294.51
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-12,12,8.99,35,314.65,256.75
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-01,1,8.99,43,386.57,303.14
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-02,2,8.99,24,215.76,247.76
hot coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-03,3,8.99,5,44.95,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-03,3,8.99,29,260.71,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-04,4,8.99,33,296.67,312.13
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-05,5,8.99,44,395.56,285.52
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-06,6,8.99,19,170.81,307.46
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-07,7,8.99,38,341.62,290.92
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-08,8,8.99,50,449.5,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-09,9,8.99,31,278.69,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-10,10,8.99,27,242.73,284.44
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-11,11,8.99,43,386.57,294.51
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-12,12,8.99,21,188.79,256.75
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-01,1,8.99,33,296.67,303.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-02,2,8.99,20,179.8,247.76
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-03,3,8.99,32,287.68,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-04,4,8.99,34,305.66,312.13
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-05,5,8.99,23,206.77,285.52
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-06,6,8.99,52,467.48,307.46
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-07,7,8.99,17,152.83,290.92
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-08,8,8.99,32,287.68,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-09,9,8.99,29,260.71,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-10,10,8.99,29,260.71,284.44
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-11,11,8.99,45,404.55,294.51
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-12,12,8.99,37,332.63,256.75
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-01,1,8.99,47,422.53,303.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-02,2,8.99,30,269.7,247.76
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-03,3,8.99,41,368.59,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-04,4,8.99,50,449.5,312.13
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-05,5,8.99,36,323.64,285.52
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-06,6,8.99,11,98.89,307.46
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-07,7,8.99,37,332.63,290.92
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-08,8,8.99,32,287.68,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-09,9,8.99,45,404.55,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-10,10,8.99,14,125.86,284.44
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-11,11,8.99,30,269.7,294.51
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-12,12,8.99,24,215.76,256.75
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-01,1,8.99,36,323.64,303.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-02,2,8.99,21,188.79,247.76
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-03,3,8.99,54,485.46,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-04,4,8.99,39,350.61,312.13
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-05,5,8.99,33,296.67,285.52
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-06,6,8.99,35,314.65,307.46
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-07,7,8.99,38,341.62,290.92
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-08,8,8.99,22,197.78,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-09,9,8.99,22,197.78,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-10,10,8.99,20,179.8,284.44
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-11,11,8.99,23,206.77,294.51
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-12,12,8.99,24,215.76,256.75
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-01,1,8.99,36,323.64,303.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-02,2,8.99,29,260.71,247.76
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-03,3,8.99,30,269.7,230.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-04,4,8.99,32,287.68,312.13
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-05,5,8.99,12,107.88,285.52
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-06,6,8.99,42,377.58,307.46
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-07,7,8.99,27,242.73,290.92
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-08,8,8.99,24,215.76,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-09,9,8.99,34,305.66,278.33
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-10,10,8.99,21,188.79,284.44
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-11,11,8.99,45,404.55,294.51
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-12,12,8.99,17,152.83,256.75
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2025,2025-01,1,8.99,30,269.7,303.14
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2025,2025-02,2,8.99,29,260.71,247.76
hot coffee,drink,large,LATAM,Peru,Lima,Lima,2025,2025-03,3,8.99,2,17.98,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-03,3,8.99,39,350.61,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-04,4,8.99,56,503.44,312.13
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-05,5,8.99,35,314.65,285.52
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-06,6,8.99,51,458.49,307.46
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-07,7,8.99,16,143.84,290.92
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-08,8,8.99,30,269.7,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-09,9,8.99,33,296.67,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-10,10,8.99,26,233.74,284.44
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-11,11,8.99,35,314.65,294.51
hot coffee,drink,large,North America,USA,Miami,Miami,2020,2020-12,12,8.99,22,197.78,256.75
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-01,1,8.99,25,224.75,303.14
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-02,2,8.99,41,368.59,247.76
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-03,3,8.99,26,233.74,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-04,4,8.99,30,269.7,312.13
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-05,5,8.99,19,170.81,285.52
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-06,6,8.99,20,179.8,307.46
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-07,7,8.99,34,305.66,290.92
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-08,8,8.99,13,116.87,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-09,9,8.99,9,80.91,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-10,10,8.99,26,233.74,284.44
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-11,11,8.99,19,170.81,294.51
hot coffee,drink,large,North America,USA,Miami,Miami,2021,2021-12,12,8.99,14,125.86,256.75
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-01,1,8.99,28,251.72,303.14
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-02,2,8.99,18,161.82,247.76
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-03,3,8.99,15,134.85,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-04,4,8.99,30,269.7,312.13
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-05,5,8.99,38,341.62,285.52
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-06,6,8.99,27,242.73,307.46
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-07,7,8.99,45,404.55,290.92
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-08,8,8.99,29,260.71,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-09,9,8.99,44,395.56,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-10,10,8.99,17,152.83,284.44
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-11,11,8.99,19,170.81,294.51
hot coffee,drink,large,North America,USA,Miami,Miami,2022,2022-12,12,8.99,14,125.86,256.75
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-01,1,8.99,34,305.66,303.14
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-02,2,8.99,33,296.67,247.76
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-03,3,8.99,10,89.9,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-04,4,8.99,35,314.65,312.13
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-05,5,8.99,33,296.67,285.52
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-06,6,8.99,52,467.48,307.46
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-07,7,8.99,55,494.45,290.92
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-08,8,8.99,41,368.59,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-09,9,8.99,49,440.51,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-10,10,8.99,19,170.81,284.44
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-11,11,8.99,23,206.77,294.51
hot coffee,drink,large,North America,USA,Miami,Miami,2023,2023-12,12,8.99,37,332.63,256.75
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-01,1,8.99,22,197.78,303.14
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-02,2,8.99,29,260.71,247.76
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-03,3,8.99,35,314.65,230.14
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-04,4,8.99,42,377.58,312.13
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-05,5,8.99,27,242.73,285.52
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-06,6,8.99,23,206.77,307.46
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-07,7,8.99,28,251.72,290.92
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-08,8,8.99,24,215.76,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-09,9,8.99,29,260.71,278.33
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-10,10,8.99,20,179.8,284.44
hot coffee,drink,large,North America,USA,Miami,Miami,2024,2024-11,11,8.99,26,233.74,294.51
